job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings,total_skills,experience_category
4515,Business Analyst,Enterprise,Finance,Singapore,Onsite,Senior,4,PhD,1,0,1,1,0,130373,4,2022,High,1,3,Mid
4516,Data Engineer,Medium,Education,India,Onsite,Entry,14,Master,0,1,1,1,0,79111,7,2023,High,4,3,Senior
4517,Data Scientist,Startup,Technology,USA,Hybrid,Entry,2,Bachelor,0,1,0,0,0,48941,5,2021,Low,6,1,Entry
4518,Business Analyst,Startup,Finance,UK,Onsite,Senior,6,Master,0,1,1,1,1,141914,3,2021,High,3,4,Mid
4519,Data Engineer,Startup,Education,Australia,Onsite,Entry,6,Master,0,1,1,0,1,70173,1,2026,Low,2,3,Mid
4520,Data Scientist,Medium,Retail,Australia,Onsite,Mid,11,Bachelor,1,1,0,1,0,89945,10,2022,Medium,2,3,Senior
4521,Data Engineer,MNC,Retail,Singapore,Remote,Entry,6,PhD,0,0,0,0,0,74839,6,2021,Low,3,0,Mid
4522,Data Scientist,Startup,Education,Canada,Onsite,Mid,13,PhD,1,0,0,0,1,88142,1,2022,High,7,2,Senior
4523,Business Analyst,Medium,Retail,Canada,Hybrid,Senior,0,PhD,1,1,1,1,0,131310,1,2022,High,5,4,Entry
4524,AI Engineer,Medium,Retail,Australia,Remote,Senior,6,Master,1,0,0,0,0,135857,3,2024,High,8,1,Mid
4525,Machine Learning Engineer,MNC,Healthcare,Australia,Hybrid,Entry,3,PhD,0,0,1,0,0,125020,9,2020,High,7,1,Entry
4526,Data Scientist,Enterprise,Finance,Germany,Onsite,Mid,5,Bachelor,1,1,1,0,0,91436,11,2022,Low,3,3,Mid
4527,Data Engineer,Medium,E-commerce,UK,Onsite,Entry,7,PhD,1,1,0,1,1,78187,4,2022,Low,3,4,Mid
4528,Business Analyst,Startup,E-commerce,Canada,Hybrid,Entry,2,PhD,0,0,1,1,1,85015,7,2026,High,9,3,Entry
4529,Machine Learning Engineer,Startup,Education,UK,Onsite,Mid,3,PhD,1,1,1,1,1,151307,11,2024,High,2,5,Entry
4530,Data Analyst,Medium,E-commerce,Singapore,Hybrid,Entry,3,PhD,1,0,1,1,0,82203,3,2025,High,5,3,Entry
4531,Data Scientist,MNC,Technology,Singapore,Remote,Senior,4,Bachelor,0,0,1,0,1,141460,10,2025,High,9,2,Mid
4532,Data Scientist,MNC,E-commerce,UK,Hybrid,Senior,12,Bachelor,1,1,0,1,1,149121,3,2025,Medium,1,4,Senior
4533,Business Analyst,Enterprise,E-commerce,Australia,Remote,Mid,0,Master,0,1,0,1,0,85601,7,2023,Low,6,2,Entry
4534,Data Analyst,Enterprise,Education,Canada,Remote,Mid,5,Bachelor,0,1,0,0,0,78387,1,2022,High,9,1,Mid
4535,Machine Learning Engineer,Startup,Healthcare,USA,Onsite,Mid,11,Master,0,1,1,0,1,143691,7,2022,High,7,3,Senior
4536,AI Engineer,MNC,Finance,Germany,Onsite,Mid,9,PhD,1,0,1,0,1,157988,1,2024,Medium,2,3,Senior
4537,Data Engineer,Medium,Healthcare,Germany,Remote,Mid,3,Bachelor,0,0,1,0,1,95352,9,2026,Low,1,2,Entry
4538,Data Scientist,Enterprise,Retail,Australia,Hybrid,Mid,8,PhD,1,1,0,1,0,93985,2,2023,Medium,3,3,Senior
4539,Data Analyst,Medium,Finance,Canada,Remote,Senior,0,Master,1,0,0,1,1,121211,8,2021,Low,6,3,Entry
4540,Data Scientist,MNC,Education,Germany,Onsite,Entry,12,PhD,0,0,0,0,0,69418,6,2025,High,9,0,Senior
4541,AI Engineer,Medium,Healthcare,Canada,Onsite,Mid,6,PhD,1,0,0,0,1,120300,5,2023,High,7,2,Mid
4542,AI Engineer,Startup,Finance,India,Onsite,Entry,2,Bachelor,0,0,1,1,1,125343,1,2022,High,2,3,Entry
4543,Business Analyst,Enterprise,Finance,Australia,Remote,Senior,5,Master,1,1,0,0,1,113148,6,2024,Low,1,3,Mid
4544,AI Engineer,Medium,Education,Germany,Onsite,Entry,3,Master,1,1,1,1,0,116162,8,2024,High,3,4,Entry
4545,Data Scientist,Enterprise,Healthcare,Australia,Remote,Entry,3,Bachelor,0,1,1,1,0,78871,11,2025,High,8,3,Entry
4546,AI Engineer,Enterprise,Healthcare,Germany,Onsite,Mid,3,PhD,1,1,0,1,1,139429,5,2026,High,8,4,Entry
4547,Machine Learning Engineer,Medium,Education,Australia,Onsite,Entry,2,Master,0,0,0,0,1,102208,9,2020,Low,6,1,Entry
4548,Business Analyst,MNC,Retail,Singapore,Onsite,Senior,2,PhD,0,0,1,1,0,153314,8,2022,High,8,2,Entry
4549,Data Analyst,MNC,Healthcare,Singapore,Onsite,Entry,7,Bachelor,1,0,1,1,0,99577,9,2026,High,5,3,Mid
4550,Data Analyst,Enterprise,E-commerce,UK,Onsite,Senior,1,PhD,0,0,1,0,1,121591,9,2025,High,9,2,Entry
4551,Business Analyst,Startup,Technology,USA,Hybrid,Mid,9,Master,1,1,1,1,1,110165,8,2026,High,7,5,Senior
4552,Machine Learning Engineer,Medium,Technology,Australia,Onsite,Senior,3,Master,1,0,1,1,0,174734,6,2023,High,2,3,Entry
4553,Data Scientist,Startup,Healthcare,Australia,Onsite,Mid,7,Master,0,1,1,1,0,108870,10,2025,High,6,3,Mid
4554,Data Engineer,Startup,Finance,Canada,Onsite,Senior,3,Bachelor,0,1,1,0,0,114644,7,2024,Low,2,2,Entry
4555,Data Analyst,Startup,Technology,Australia,Onsite,Senior,14,Master,1,1,0,0,0,99008,9,2026,High,7,2,Senior
4556,Data Scientist,Enterprise,Technology,Singapore,Hybrid,Mid,14,Master,1,1,0,0,0,70950,12,2021,Medium,1,2,Senior
4557,Data Analyst,MNC,Finance,UK,Onsite,Mid,5,PhD,1,1,1,0,0,106055,9,2022,Low,4,3,Mid
4558,Data Engineer,Enterprise,Healthcare,Canada,Remote,Mid,11,PhD,1,1,1,1,0,106703,1,2024,High,2,4,Senior
4559,Business Analyst,Enterprise,Retail,USA,Hybrid,Mid,12,Bachelor,0,0,0,0,1,82481,9,2022,Medium,1,1,Senior
4560,Data Scientist,MNC,Education,Australia,Hybrid,Entry,6,PhD,0,1,1,1,0,95104,9,2023,High,7,3,Mid
4561,Data Scientist,Enterprise,Retail,Singapore,Hybrid,Senior,3,Bachelor,0,1,0,0,1,113881,12,2021,High,9,2,Entry
4562,Data Analyst,Medium,E-commerce,UK,Onsite,Senior,9,Master,0,1,1,0,0,118025,9,2023,Medium,5,2,Senior
4563,Business Analyst,MNC,Education,India,Remote,Senior,3,PhD,1,1,1,1,1,163742,9,2026,High,4,5,Entry
4564,Data Engineer,Enterprise,Healthcare,Germany,Remote,Mid,8,Bachelor,0,1,0,1,1,104931,7,2026,Medium,2,3,Senior
4565,Data Engineer,Enterprise,Education,UK,Onsite,Entry,5,PhD,0,0,1,1,0,78608,1,2024,High,4,2,Mid
4566,Machine Learning Engineer,Medium,Finance,India,Onsite,Senior,0,PhD,0,1,1,1,0,165727,12,2023,High,6,3,Entry
4567,Data Analyst,Startup,Education,India,Remote,Entry,12,PhD,0,0,1,1,1,93523,6,2026,High,7,3,Senior
4568,Data Engineer,MNC,E-commerce,Australia,Remote,Mid,3,Bachelor,0,0,0,0,1,101375,12,2020,High,9,1,Entry
4569,Machine Learning Engineer,Startup,Healthcare,India,Remote,Entry,4,Bachelor,0,0,0,0,0,92580,6,2021,Low,3,0,Mid
4570,Data Engineer,Startup,Healthcare,India,Remote,Entry,3,PhD,0,1,0,0,1,57984,5,2020,Low,4,2,Entry
4571,Data Engineer,Enterprise,Technology,USA,Remote,Entry,3,PhD,0,0,0,1,1,71911,12,2025,Low,3,2,Entry
4572,Data Scientist,Medium,Technology,UK,Remote,Mid,6,PhD,0,1,1,1,0,104356,3,2023,High,5,3,Mid
4573,Business Analyst,Startup,Finance,UK,Hybrid,Senior,5,PhD,0,0,1,0,0,118484,6,2021,High,9,1,Mid
4574,Data Analyst,Startup,Technology,India,Hybrid,Entry,10,Master,1,0,0,0,0,46298,1,2025,Medium,3,1,Senior
4575,Data Analyst,MNC,E-commerce,Canada,Hybrid,Senior,13,Master,0,0,0,1,1,140175,6,2026,Medium,3,2,Senior
4576,Data Scientist,MNC,Retail,USA,Remote,Mid,7,Master,1,0,1,0,1,116746,2,2025,Low,1,3,Mid
4577,Data Scientist,Medium,Finance,Singapore,Onsite,Entry,9,PhD,0,1,0,1,0,62315,4,2023,High,8,2,Senior
4578,Machine Learning Engineer,Startup,E-commerce,Australia,Remote,Mid,1,PhD,0,1,1,1,0,149113,1,2020,High,5,3,Entry
4579,Business Analyst,Enterprise,Technology,USA,Remote,Mid,6,Master,0,0,1,0,1,96502,5,2021,Low,1,2,Mid
4580,Data Analyst,Medium,Technology,Canada,Remote,Mid,5,Bachelor,1,0,1,0,0,87026,8,2024,Low,2,2,Mid
4581,Data Analyst,Medium,Healthcare,UK,Remote,Entry,1,PhD,1,0,1,1,1,92112,9,2025,High,7,4,Entry
4582,Machine Learning Engineer,Medium,Finance,Australia,Remote,Entry,6,PhD,1,0,0,0,1,99179,8,2023,Low,1,2,Mid
4583,Data Engineer,Medium,Education,UK,Onsite,Senior,1,PhD,0,0,0,1,0,119602,3,2025,Low,5,1,Entry
4584,Data Analyst,Startup,E-commerce,Canada,Remote,Senior,10,Master,0,1,1,0,0,111315,10,2026,Medium,2,2,Senior
4585,Data Scientist,Medium,Retail,India,Onsite,Mid,3,Bachelor,0,1,1,1,1,118587,11,2023,High,8,4,Entry
4586,Business Analyst,MNC,Technology,Singapore,Remote,Entry,4,PhD,0,1,0,0,1,80479,3,2020,Low,1,2,Mid
4587,Data Scientist,Enterprise,E-commerce,Australia,Onsite,Senior,10,Bachelor,1,0,1,1,1,138276,2,2025,High,4,4,Senior
4588,Machine Learning Engineer,Startup,Education,Singapore,Hybrid,Mid,0,Bachelor,1,0,1,0,0,128583,5,2022,High,7,2,Entry
4589,Data Engineer,Medium,E-commerce,USA,Onsite,Entry,13,Bachelor,1,0,1,1,0,83576,9,2021,High,5,3,Senior
4590,Data Analyst,Medium,Education,Canada,Onsite,Senior,10,Master,1,0,1,1,0,128115,10,2022,High,7,3,Senior
4591,Data Analyst,Startup,Finance,Australia,Remote,Senior,14,PhD,0,0,0,1,1,125297,5,2023,High,9,2,Senior
4592,Business Analyst,Enterprise,E-commerce,Australia,Onsite,Entry,2,PhD,0,1,1,1,0,82904,10,2026,High,3,3,Entry
4593,Machine Learning Engineer,Enterprise,Retail,Germany,Onsite,Entry,13,Master,1,0,0,1,1,118372,3,2026,High,9,3,Senior
4594,Data Scientist,Startup,Education,Singapore,Remote,Senior,4,Master,0,0,1,0,0,118095,6,2026,Low,6,1,Mid
4595,Data Scientist,Enterprise,Healthcare,Singapore,Onsite,Senior,9,Master,1,0,1,0,0,116302,9,2024,Medium,1,2,Senior
4596,Data Scientist,Enterprise,E-commerce,USA,Remote,Mid,4,Bachelor,1,0,0,0,0,77973,7,2023,Low,6,1,Mid
4597,Data Scientist,Medium,Retail,UK,Hybrid,Entry,4,Master,1,0,1,0,0,62168,8,2020,Low,2,2,Mid
4598,Data Engineer,Medium,Finance,Germany,Hybrid,Entry,5,PhD,0,1,0,0,1,64440,2,2026,Low,1,2,Mid
4599,Machine Learning Engineer,Medium,Technology,USA,Hybrid,Senior,7,Master,1,0,1,0,0,151767,5,2020,Low,6,2,Mid
4600,Machine Learning Engineer,Enterprise,E-commerce,USA,Onsite,Mid,0,Master,0,1,1,0,0,125077,11,2026,High,9,2,Entry
4601,Data Analyst,MNC,Education,USA,Onsite,Senior,12,Master,1,0,1,1,0,152914,8,2023,High,6,3,Senior
4602,Machine Learning Engineer,Medium,Education,Australia,Hybrid,Entry,0,Bachelor,1,0,0,1,0,108098,1,2020,Low,5,2,Entry
4603,Data Engineer,Medium,E-commerce,Australia,Hybrid,Mid,10,Master,1,1,0,1,1,100993,1,2026,High,8,4,Senior
4604,Data Engineer,Medium,Technology,India,Onsite,Mid,13,PhD,0,0,1,0,1,104593,11,2026,Medium,1,2,Senior
4605,AI Engineer,Startup,Retail,UK,Remote,Senior,14,Bachelor,0,0,1,1,1,177511,6,2023,High,3,3,Senior
4606,Machine Learning Engineer,MNC,Retail,Singapore,Onsite,Mid,12,PhD,1,1,1,1,0,163481,8,2024,High,1,4,Senior
4607,Business Analyst,MNC,E-commerce,Singapore,Onsite,Senior,5,Master,0,1,1,0,0,138004,2,2022,Low,3,2,Mid
4608,Data Scientist,MNC,Healthcare,Canada,Onsite,Senior,11,PhD,1,0,1,1,0,154396,2,2025,High,2,3,Senior
4609,Data Scientist,Startup,Finance,India,Remote,Entry,8,Bachelor,1,0,0,1,1,76507,9,2025,High,7,3,Senior
4610,Data Analyst,Startup,Retail,UK,Remote,Entry,8,PhD,0,0,0,0,1,57831,5,2021,Medium,2,1,Senior
4611,Data Engineer,Startup,Healthcare,India,Hybrid,Mid,12,PhD,1,1,1,1,0,102923,1,2025,High,3,4,Senior
4612,AI Engineer,Medium,E-commerce,Singapore,Onsite,Senior,12,PhD,0,0,0,0,1,154624,7,2020,Medium,1,1,Senior
4613,Machine Learning Engineer,Medium,Finance,Canada,Onsite,Mid,12,PhD,1,0,1,0,1,144308,9,2023,High,8,3,Senior
4614,Data Engineer,Enterprise,Education,India,Hybrid,Entry,14,PhD,0,1,0,0,0,53148,12,2021,Medium,4,1,Senior
4615,Business Analyst,Enterprise,E-commerce,India,Remote,Senior,8,Bachelor,0,1,1,1,1,136861,10,2025,High,2,4,Senior
4616,Data Scientist,Startup,Healthcare,India,Remote,Senior,5,Bachelor,0,1,1,0,1,125120,3,2022,High,9,3,Mid
4617,Data Analyst,MNC,E-commerce,Germany,Hybrid,Entry,9,Master,0,1,0,0,1,78124,12,2025,Medium,1,2,Senior
4618,AI Engineer,MNC,E-commerce,USA,Hybrid,Entry,2,Bachelor,1,0,1,1,0,137671,8,2022,High,9,3,Entry
4619,Data Analyst,Medium,Finance,India,Remote,Entry,14,Bachelor,1,1,0,1,0,68423,11,2022,Medium,6,3,Senior
4620,Business Analyst,Medium,Technology,Singapore,Onsite,Senior,0,PhD,1,0,1,0,0,117761,10,2024,Low,4,2,Entry
4621,Business Analyst,Enterprise,E-commerce,USA,Remote,Mid,5,Bachelor,1,0,1,0,1,103208,10,2024,High,8,3,Mid
4622,Machine Learning Engineer,Enterprise,Education,India,Onsite,Senior,10,Master,1,0,0,0,0,141282,8,2025,Medium,6,1,Senior
4623,Business Analyst,Medium,Healthcare,USA,Remote,Senior,13,Master,1,1,0,1,0,116147,10,2024,High,9,3,Senior
4624,Business Analyst,Startup,Education,Australia,Onsite,Entry,13,Master,0,1,1,1,0,77147,3,2026,High,3,3,Senior
4625,AI Engineer,MNC,Education,Australia,Hybrid,Entry,6,Bachelor,0,0,1,1,1,145645,4,2025,High,7,3,Mid
4626,Business Analyst,MNC,E-commerce,Germany,Onsite,Senior,4,Master,0,1,1,1,0,145842,6,2023,High,7,3,Mid
4627,Business Analyst,Enterprise,Retail,India,Onsite,Mid,6,Bachelor,1,0,0,0,0,75609,1,2025,Low,6,1,Mid
4628,Data Engineer,MNC,E-commerce,Canada,Onsite,Senior,14,PhD,1,1,1,1,1,158077,11,2026,High,1,5,Senior
4629,Data Analyst,Enterprise,Technology,USA,Hybrid,Entry,6,Master,0,1,1,1,1,89134,10,2021,High,7,4,Mid
4630,Data Engineer,MNC,Technology,Singapore,Remote,Mid,10,Bachelor,1,0,1,0,0,107056,9,2020,High,8,2,Senior
4631,Machine Learning Engineer,Enterprise,E-commerce,USA,Hybrid,Mid,10,PhD,1,1,1,1,0,144814,11,2020,High,6,4,Senior
4632,Data Scientist,Enterprise,Healthcare,Germany,Hybrid,Entry,0,Bachelor,0,1,0,1,0,61283,12,2024,Low,6,2,Entry
4633,Data Engineer,MNC,Retail,USA,Hybrid,Entry,3,PhD,0,0,1,1,0,101148,11,2022,High,5,2,Entry
4634,Machine Learning Engineer,Medium,E-commerce,USA,Hybrid,Mid,4,Bachelor,0,1,1,1,0,145089,3,2024,High,9,3,Mid
4635,Machine Learning Engineer,MNC,Education,Australia,Hybrid,Senior,4,Bachelor,1,1,1,0,1,184404,4,2024,Low,1,4,Mid
4636,Data Analyst,Medium,Finance,UK,Onsite,Senior,11,Bachelor,0,0,1,1,1,142504,6,2021,High,5,3,Senior
4637,Business Analyst,Startup,Education,India,Remote,Mid,0,Bachelor,0,1,1,1,1,117331,5,2026,High,7,4,Entry
4638,Data Scientist,Startup,Healthcare,Germany,Onsite,Mid,0,PhD,0,1,0,1,1,96903,11,2023,Low,4,3,Entry
4639,Data Analyst,Enterprise,Healthcare,USA,Remote,Mid,13,Master,0,0,1,1,0,101537,11,2026,High,4,2,Senior
4640,Data Analyst,Enterprise,E-commerce,Singapore,Hybrid,Mid,11,Master,1,0,0,0,0,75014,1,2024,Medium,5,1,Senior
4641,Machine Learning Engineer,Medium,Finance,Singapore,Onsite,Senior,8,PhD,1,0,0,0,0,139956,10,2024,High,9,1,Senior
4642,Data Scientist,Startup,Healthcare,Australia,Remote,Senior,11,Bachelor,0,0,1,0,1,122788,12,2023,Medium,6,2,Senior
4643,Data Engineer,Medium,Finance,USA,Remote,Mid,1,Bachelor,0,0,1,0,1,97596,10,2020,Low,6,2,Entry
4644,Machine Learning Engineer,Enterprise,Education,India,Remote,Senior,0,Master,1,0,0,1,0,157862,9,2024,High,7,2,Entry
4645,AI Engineer,Enterprise,Retail,USA,Remote,Entry,5,PhD,0,1,0,1,1,110516,10,2023,Low,2,3,Mid
4646,Data Analyst,MNC,E-commerce,Australia,Hybrid,Mid,12,Master,0,0,0,0,0,91610,10,2024,Medium,4,0,Senior
4647,Data Scientist,Medium,Retail,Canada,Hybrid,Senior,1,Master,0,1,1,1,1,136382,10,2024,High,2,4,Entry
4648,Business Analyst,Medium,Education,Singapore,Onsite,Senior,6,Master,0,1,1,1,0,129989,8,2022,High,4,3,Mid
4649,Business Analyst,Enterprise,E-commerce,UK,Hybrid,Entry,4,Bachelor,0,1,0,1,0,60505,1,2026,High,9,2,Mid
4650,Data Scientist,Startup,Technology,UK,Remote,Senior,5,Bachelor,1,1,1,1,1,144458,9,2024,High,8,5,Mid
4651,Data Engineer,Medium,Finance,Canada,Remote,Mid,1,Bachelor,1,1,1,0,1,97663,5,2020,Low,5,4,Entry
4652,Machine Learning Engineer,Enterprise,Education,Singapore,Remote,Mid,3,Master,1,0,0,0,1,121463,1,2021,High,7,2,Entry
4653,AI Engineer,Medium,E-commerce,Australia,Remote,Senior,12,PhD,1,0,0,1,0,156746,7,2026,Medium,3,2,Senior
4654,Business Analyst,MNC,Retail,UK,Onsite,Mid,5,PhD,0,1,0,1,0,110914,11,2020,High,8,2,Mid
4655,Machine Learning Engineer,Medium,Healthcare,Singapore,Remote,Mid,5,PhD,1,1,1,1,0,141453,11,2021,High,2,4,Mid
4656,Business Analyst,Startup,Technology,Germany,Onsite,Entry,1,PhD,1,1,1,1,1,89459,10,2022,High,8,5,Entry
4657,Business Analyst,Medium,Education,UK,Onsite,Entry,10,Bachelor,1,1,1,1,1,93704,9,2023,High,6,5,Senior
4658,Data Engineer,MNC,Finance,USA,Remote,Entry,13,PhD,1,0,1,1,1,112345,5,2024,High,8,4,Senior
4659,Data Engineer,MNC,Technology,USA,Onsite,Senior,11,Master,1,0,1,0,1,148054,7,2021,Medium,6,3,Senior
4660,Data Analyst,Startup,Technology,Australia,Remote,Entry,14,Bachelor,1,1,1,1,1,90886,2,2021,High,9,5,Senior
4661,Data Engineer,Startup,Finance,USA,Remote,Entry,7,Master,0,0,0,0,0,47404,11,2022,High,7,0,Mid
4662,Data Scientist,Medium,Education,Germany,Remote,Mid,8,Bachelor,0,1,0,1,0,85683,5,2023,Medium,1,2,Senior
4663,Data Analyst,Medium,Education,UK,Hybrid,Entry,0,Bachelor,0,0,1,0,1,74078,2,2026,Low,3,2,Entry
4664,Machine Learning Engineer,Medium,Technology,Germany,Onsite,Mid,6,Bachelor,1,1,0,0,1,124300,7,2024,Low,1,3,Mid
4665,Data Engineer,Enterprise,Finance,India,Onsite,Senior,12,PhD,0,0,1,1,1,136265,11,2021,High,6,3,Senior
4666,AI Engineer,Startup,Finance,USA,Remote,Entry,3,Bachelor,1,1,0,0,1,96817,1,2026,High,9,3,Entry
4667,Data Scientist,Enterprise,Healthcare,Australia,Remote,Mid,14,Master,0,1,0,0,0,72922,7,2021,Medium,5,1,Senior
4668,Business Analyst,MNC,Finance,Canada,Hybrid,Mid,14,Bachelor,0,0,1,1,1,137199,11,2024,High,8,3,Senior
4669,Business Analyst,Enterprise,Finance,Germany,Remote,Senior,2,PhD,1,0,1,0,1,126557,8,2021,High,7,3,Entry
4670,Business Analyst,Startup,E-commerce,India,Onsite,Mid,3,PhD,0,1,1,0,0,85389,6,2020,Low,4,2,Entry
4671,Business Analyst,Enterprise,E-commerce,Germany,Hybrid,Entry,10,Master,0,0,0,0,1,59581,12,2020,Medium,4,1,Senior
4672,Machine Learning Engineer,Startup,Education,Australia,Hybrid,Entry,1,Bachelor,0,1,1,1,0,124214,1,2023,High,5,3,Entry
4673,Machine Learning Engineer,MNC,Technology,Canada,Remote,Mid,14,Master,0,1,1,0,1,159121,5,2023,Medium,2,3,Senior
4674,Business Analyst,Enterprise,Technology,India,Hybrid,Entry,0,Master,1,1,0,1,0,66818,1,2023,Low,4,3,Entry
4675,Business Analyst,MNC,Technology,Germany,Hybrid,Senior,10,Bachelor,0,0,1,1,0,147452,2,2025,High,9,2,Senior
4676,Machine Learning Engineer,MNC,Education,USA,Hybrid,Entry,0,PhD,0,1,1,1,1,152915,9,2020,High,4,4,Entry
4677,Machine Learning Engineer,Startup,Retail,UK,Hybrid,Senior,2,PhD,0,0,0,1,0,152810,11,2025,Low,2,1,Entry
4678,Machine Learning Engineer,Enterprise,Finance,USA,Remote,Senior,0,Master,1,1,1,1,0,170058,6,2026,High,1,4,Entry
4679,Data Scientist,Startup,E-commerce,UK,Onsite,Entry,2,PhD,1,0,1,0,1,77850,2,2022,Low,1,3,Entry
4680,Data Engineer,Enterprise,Healthcare,Australia,Onsite,Mid,2,PhD,1,1,0,1,0,85438,9,2026,Low,1,3,Entry
4681,Data Scientist,Enterprise,Retail,UK,Remote,Mid,6,PhD,0,1,0,0,0,72766,7,2025,Low,2,1,Mid
4682,AI Engineer,MNC,Retail,Germany,Hybrid,Entry,6,PhD,1,0,0,1,0,128131,6,2021,Low,1,2,Mid
4683,Data Engineer,Medium,Retail,Germany,Hybrid,Senior,4,PhD,0,0,0,1,0,114800,9,2025,Low,5,1,Mid
4684,Machine Learning Engineer,MNC,Education,Singapore,Hybrid,Mid,1,Bachelor,0,1,0,1,0,146049,2,2021,Low,2,2,Entry
4685,Data Analyst,Startup,Healthcare,Australia,Hybrid,Entry,8,Bachelor,1,1,1,0,1,70033,11,2022,Medium,6,4,Senior
4686,Data Scientist,Enterprise,E-commerce,India,Onsite,Senior,12,Bachelor,1,1,0,0,0,96273,10,2025,Medium,4,2,Senior
4687,AI Engineer,MNC,Healthcare,Singapore,Onsite,Entry,4,PhD,0,1,0,0,1,120617,1,2025,Low,1,2,Mid
4688,AI Engineer,Startup,Technology,USA,Onsite,Entry,0,PhD,1,1,0,1,0,106142,8,2024,High,7,3,Entry
4689,Business Analyst,MNC,Retail,Australia,Hybrid,Senior,14,Master,0,1,1,0,1,146572,8,2022,Medium,3,3,Senior
4690,Data Analyst,Medium,E-commerce,UK,Remote,Mid,6,Master,1,0,1,0,1,100477,4,2021,High,8,3,Mid
4691,AI Engineer,Enterprise,Retail,Canada,Onsite,Senior,0,PhD,0,0,0,0,0,142064,2,2025,High,7,0,Entry
4692,Data Analyst,MNC,Education,Germany,Hybrid,Mid,13,Bachelor,0,0,0,1,1,123845,4,2023,High,8,2,Senior
4693,Data Engineer,Medium,Technology,Germany,Hybrid,Senior,5,Master,0,1,0,0,1,111379,8,2026,High,8,2,Mid
4694,Data Engineer,Enterprise,Retail,USA,Onsite,Mid,2,PhD,1,0,0,1,0,85708,1,2025,Low,2,2,Entry
4695,Business Analyst,MNC,Retail,Canada,Hybrid,Senior,1,Master,1,1,0,1,0,136892,3,2023,High,9,3,Entry
4696,Business Analyst,Medium,Retail,Canada,Remote,Senior,5,Bachelor,1,1,1,0,1,126183,9,2020,High,9,4,Mid
4697,Business Analyst,Enterprise,Healthcare,USA,Remote,Mid,7,PhD,0,1,0,1,1,101555,12,2026,Low,2,3,Mid
4698,Data Analyst,Startup,Technology,UK,Hybrid,Mid,11,Master,0,0,0,0,0,76530,2,2025,Medium,1,0,Senior
4699,AI Engineer,MNC,Retail,UK,Hybrid,Senior,1,Master,0,1,1,0,0,176395,9,2022,High,7,2,Entry
4700,Data Analyst,Medium,Education,Singapore,Remote,Mid,2,Master,1,0,0,1,1,95052,4,2021,Low,6,3,Entry
4701,AI Engineer,Enterprise,Retail,UK,Onsite,Senior,13,Bachelor,0,0,0,1,0,150339,6,2024,Medium,1,1,Senior
4702,Machine Learning Engineer,Startup,Retail,Germany,Hybrid,Entry,3,PhD,0,1,0,1,1,112538,12,2022,Low,6,3,Entry
4703,Data Engineer,Enterprise,Healthcare,Singapore,Onsite,Entry,5,Bachelor,0,0,1,1,1,93102,2,2024,High,3,3,Mid
4704,AI Engineer,MNC,E-commerce,India,Remote,Mid,11,Master,1,1,0,1,0,147942,8,2024,Medium,6,3,Senior
4705,Machine Learning Engineer,Startup,Healthcare,Australia,Hybrid,Senior,8,PhD,0,1,0,1,1,162147,4,2022,Medium,1,3,Senior
4706,Data Engineer,MNC,Education,Singapore,Remote,Senior,3,PhD,0,1,1,1,0,152570,2,2025,High,5,3,Entry
4707,AI Engineer,Medium,Retail,UK,Remote,Entry,8,PhD,0,0,1,1,0,124510,12,2022,High,1,2,Senior
4708,Business Analyst,Startup,Retail,UK,Remote,Mid,5,Master,0,1,0,1,0,90741,2,2024,Low,2,2,Mid
4709,Business Analyst,Enterprise,E-commerce,Singapore,Onsite,Entry,1,Master,1,0,1,1,1,88896,8,2023,High,4,4,Entry
4710,Data Engineer,MNC,Education,India,Onsite,Mid,7,PhD,0,0,0,1,1,118283,10,2024,High,7,2,Mid
4711,Data Scientist,Medium,Healthcare,Australia,Onsite,Mid,12,Bachelor,0,1,1,0,1,97333,5,2024,Medium,1,3,Senior
4712,Data Scientist,MNC,Technology,Australia,Onsite,Mid,1,PhD,1,1,1,1,0,120680,5,2025,High,4,4,Entry
4713,Data Analyst,Startup,Finance,USA,Hybrid,Entry,7,PhD,0,0,1,0,0,65808,4,2026,High,7,1,Mid
4714,Data Engineer,Medium,Healthcare,Canada,Hybrid,Mid,10,PhD,0,1,0,1,0,90450,4,2022,High,8,2,Senior
4715,Data Analyst,Enterprise,Technology,Canada,Remote,Mid,11,PhD,0,0,0,0,0,77092,1,2022,Medium,4,0,Senior
4716,Data Analyst,MNC,Retail,USA,Hybrid,Mid,6,PhD,1,1,1,1,1,139790,10,2021,High,3,5,Mid
4717,Machine Learning Engineer,MNC,Retail,Canada,Hybrid,Entry,9,Bachelor,1,1,0,0,1,116848,9,2022,Medium,5,3,Senior
4718,AI Engineer,Medium,Education,Singapore,Hybrid,Entry,3,PhD,0,0,0,0,0,90028,2,2026,Low,2,0,Entry
4719,Data Analyst,Enterprise,Technology,India,Remote,Senior,10,PhD,1,0,0,0,0,101195,1,2022,High,7,1,Senior
4720,Data Analyst,Startup,Technology,Canada,Onsite,Entry,12,Bachelor,1,1,1,1,1,93654,9,2021,High,2,5,Senior
